index1,line,cp,algo,x,y
546,L5, intermediate, fridrich,21.867466,35.058945
547,L5, intermediate, fridrich,23.415493,34.313057
548,L5, checkpoint, fridrich,24.97311,33.851254
549,L5, intermediate, fridrich,27.201857,33.926517
550,L5, intermediate, fridrich,27.751642,34.083214
551,L5, intermediate, fridrich,28.503687,33.43031
552,L5, intermediate, fridrich,28.74064,32.8831
553,L5, intermediate, fridrich,28.193014,30.849426
554,L5, intermediate, fridrich,28.345829,30.802637
555,L5, intermediate, fridrich,29.804592,31.994827
556,L5, intermediate, fridrich,32.104195,31.524956
557,L5, intermediate, fridrich,32.289295,33.45092
558,L5, intermediate, fridrich,32.209724,33.581673
559,L5, intermediate, fridrich,32.565083,31.06823
560,L5, intermediate, fridrich,33.36724,31.932587
561,L5, intermediate, fridrich,35.253517,32.036858
562,L5, intermediate, fridrich,36.67539,32.659264
563,L5, intermediate, fridrich,37.09871,32.616787
564,L5, intermediate, fridrich,35.911827,31.530518
565,L5, intermediate, fridrich,35.325123,31.15659
566,L5, intermediate, fridrich,33.633354,29.927488
567,L5, intermediate, fridrich,33.361515,29.056738
568,L5, intermediate, fridrich,33.228626,27.2405
569,L5, intermediate, fridrich,32.71948,26.504196
570,L5, intermediate, fridrich,33.10025,25.7494
571,L5, intermediate, fridrich,33.54738,25.692453
572,L5, intermediate, fridrich,31.054865,12.2548895
573,L5, intermediate, fridrich,37.913345,9.368489
574,L5, intermediate, fridrich,44.130585,11.638028
575,L5, intermediate, fridrich,28.223446,0.8617809
576,L5, intermediate, fridrich,34.01798,-1.2445683
577,L5, intermediate, fridrich,52.46729,14.759433
578,L5, intermediate, fridrich,50.660152,16.598532
579,L5, intermediate, fridrich,47.7855,17.4516
580,L5, intermediate, fridrich,34.629284,5.5369735
581,L5, intermediate, fridrich,32.710228,4.690789
582,L5, intermediate, fridrich,7.8890705,85.49354
583,L5, intermediate, fridrich,-0.043425504,92.44948
584,L5, intermediate, fridrich,-52.20419,59.12596
585,L5, intermediate, fridrich,-49.750706,66.97218
586,L5, intermediate, fridrich,1.8918648,78.40999
587,L5, intermediate, fridrich,20.745474,-33.48892
588,L5, intermediate, fridrich,33.331165,-18.432972
589,L5, intermediate, fridrich,-9.23053,83.23918
590,L5, intermediate, fridrich,-47.70289,69.99107
591,L5, intermediate, fridrich,-53.761955,55.921597
592,L5, intermediate, fridrich,3.2804034,94.09759
593,L5, intermediate, fridrich,-5.0468197,82.97693
594,L5, checkpoint, fridrich,19.893475,-24.072021
595,L5, intermediate, fridrich,13.216795,-21.744593
596,L5, intermediate, fridrich,-79.87114,-13.659325
597,L5, intermediate, fridrich,-79.62844,6.6690683
598,L5, intermediate, fridrich,-55.00888,-32.13125
599,L5, intermediate, fridrich,-56.74503,-48.519794
600,L5, intermediate, fridrich,-79.29256,22.665503
601,L5, intermediate, fridrich,-84.08506,-13.734651
602,L5, checkpoint, fridrich,30.355951,-29.998522
603,L5, intermediate, fridrich,7.1426353,-18.811033
604,L5, intermediate, fridrich,-82.55708,-10.984407
605,L5, intermediate, fridrich,-80.04446,18.991528
606,L5, intermediate, fridrich,-57.29066,-44.643185
607,L5, intermediate, fridrich,-53.643047,-35.88533
608,L5, intermediate, fridrich,-77.84893,10.808573
609,L5, intermediate, fridrich,-79.1856,-5.2889376
610,L5, checkpoint, fridrich,18.267828,-39.545544
611,L5, intermediate, fridrich,2.67006,-25.309128
612,L5, intermediate, fridrich,-61.021477,11.695648
613,L5, intermediate, fridrich,-61.06738,5.2683682
614,L5, intermediate, fridrich,-55.284187,1.8027847
615,L5, intermediate, fridrich,-65.9075,-0.7893305
616,L5, intermediate, fridrich,-62.382942,-0.85044825
617,L5, intermediate, fridrich,-59.15594,1.3176684
618,L5, intermediate, fridrich,-65.11794,5.422579
619,L5, intermediate, fridrich,-65.955246,9.819157
620,L5, intermediate, fridrich,-73.132195,0.6290385
621,L5, intermediate, fridrich,-77.99357,-9.292675
622,L5, end, fridrich,1.8947951,-32.998413
623,L6, start, beginner,-0.57438296,-0.7399843
624,L6, intermediate, beginner,-0.31510955,-1.1005856
625,L6, intermediate, beginner,0.015606167,-1.808973
626,L6, intermediate, beginner,0.48282856,-2.9556768
627,L6, intermediate, beginner,1.5434626,-3.8575797
628,L6, intermediate, beginner,1.3238623,-4.1167345
629,L6, intermediate, beginner,0.028251758,-3.7377741
630,L6, intermediate, beginner,-0.5474021,-3.7416768
631,L6, intermediate, beginner,-2.0163405,-3.993762
632,L6, intermediate, beginner,-3.1692512,-4.6403546
633,L6, intermediate, beginner,-3.821667,-5.3467164
634,L6, intermediate, beginner,-4.306562,-4.9100447
635,L6, intermediate, beginner,-3.8139923,-4.0872145
636,L6, intermediate, beginner,-4.2861676,-2.1863985
637,L6, intermediate, beginner,-4.6061425,-1.8084131
638,L6, intermediate, beginner,-6.184654,-1.1087587
639,L6, intermediate, beginner,-6.6630793,-0.9244442
640,L6, intermediate, beginner,-6.6618266,-0.04926926
641,L6, intermediate, beginner,-5.8099394,0.04213418
642,L6, intermediate, beginner,-4.241805,1.2315884
643,L6, checkpoint, beginner,-3.8431323,1.5746003
644,L6, intermediate, beginner,3.6317637,7.7971087
645,L6, intermediate, beginner,4.2123,8.314307
646,L6, intermediate, beginner,5.778489,9.845653
647,L6, intermediate, beginner,6.2850423,10.163357
648,L6, intermediate, beginner,3.864216,11.337342
649,L6, intermediate, beginner,3.4922514,10.771073
650,L6, intermediate, beginner,3.171448,9.518175
651,L6, intermediate, beginner,2.5531533,9.601964
652,L6, intermediate, beginner,2.5474653,10.602805
653,L6, intermediate, beginner,3.9428265,11.717305
654,L6, intermediate, beginner,7.004565,10.523319
655,L6, intermediate, beginner,9.958411,11.806824
656,L6, intermediate, beginner,10.577706,13.359611
657,L6, intermediate, beginner,10.667927,13.309517
658,L6, intermediate, beginner,10.448145,11.23059
659,L6, intermediate, beginner,7.914514,9.741193
660,L6, intermediate, beginner,8.308206,8.491216
661,L6, intermediate, beginner,8.89849,8.239621
662,L6, intermediate, beginner,11.354314,7.514641
663,L6, intermediate, beginner,12.627461,10.623464
664,L6, intermediate, beginner,13.092932,10.561372
665,L6, intermediate, beginner,11.910961,6.9225774
666,L6, intermediate, beginner,11.0275545,7.3717604
667,L6, intermediate, beginner,50.482544,-29.662926
668,L6, intermediate, beginner,50.13201,-37.970753
669,L6, intermediate, beginner,23.796072,-9.000058
670,L6, intermediate, beginner,0.5451323,79.8889
671,L6, intermediate, beginner,1.6385427,73.94648
672,L6, intermediate, beginner,2.6560957,70.696175
673,L6, intermediate, beginner,7.6106052,69.48092
674,L6, intermediate, beginner,7.6461763,69.47927
675,L6, intermediate, beginner,6.1571727,71.428246
676,L6, intermediate, beginner,6.175852,71.32957
677,L6, intermediate, beginner,2.517857,70.25706
678,L6, intermediate, beginner,-0.82326466,74.24104
679,L6, intermediate, beginner,-44.10793,72.29626
680,L6, intermediate, beginner,-57.976788,57.382973
681,L6, intermediate, beginner,0.22785725,99.085526
682,L6, intermediate, beginner,-2.594211,77.7821
683,L6, intermediate, beginner,20.073832,-11.902818
684,L6, intermediate, beginner,11.529928,-13.925125
685,L6, intermediate, beginner,-12.899923,80.002235
686,L6, intermediate, beginner,-44.349537,68.41484
687,L6, intermediate, beginner,-56.81552,53.825558
688,L6, intermediate, beginner,4.569615,98.557396
689,L6, intermediate, beginner,-4.5883713,76.350266
690,L6, checkpoint, beginner,17.12561,-13.717936
691,L6, intermediate, beginner,27.901844,-19.284323
692,L6, intermediate, beginner,48.33301,6.088026
693,L6, intermediate, beginner,47.513348,-2.6625528
694,L6, intermediate, beginner,29.473024,-15.43145
695,L6, intermediate, beginner,4.203475,-12.144888
696,L6, intermediate, beginner,50.901466,0.577798
697,L6, intermediate, beginner,47.04319,3.6305175
698,L6, intermediate, beginner,14.369163,-22.177155
699,L6, intermediate, beginner,21.77039,-22.919706
700,L6, intermediate, beginner,59.115314,12.581662
701,L6, intermediate, beginner,66.76054,8.834938
702,L6, intermediate, beginner,69.98788,1.4978789
703,L6, intermediate, beginner,75.05245,2.814187
704,L6, intermediate, beginner,75.11718,-1.0814949
705,L6, intermediate, beginner,69.65868,-2.572847
706,L6, intermediate, beginner,16.942654,-15.626516
707,L6, intermediate, beginner,26.656784,-22.465153
708,L6, intermediate, beginner,49.1544,-41.03786
709,L6, intermediate, beginner,52.40218,-62.725384
710,L6, intermediate, beginner,60.929558,-59.793236
711,L6, intermediate, beginner,56.829132,-52.2286
712,L6, intermediate, beginner,49.244217,-56.72371
713,L6, intermediate, beginner,55.08282,-66.017075
714,L6, intermediate, beginner,59.576065,-63.556396
715,L6, intermediate, beginner,48.242325,-52.701492
716,L6, intermediate, beginner,51.422256,-53.955826
717,L6, intermediate, beginner,56.19814,-62.649216
718,L6, intermediate, beginner,56.874516,-59.050106
719,L6, intermediate, beginner,52.55345,-49.214417
720,L6, intermediate, beginner,50.856327,-45.625366
721,L6, intermediate, beginner,53.902126,-60.717735
722,L6, intermediate, beginner,59.438915,-57.4525
723,L6, intermediate, beginner,56.39779,-49.4832
724,L6, intermediate, beginner,27.84294,-65.95065
725,L6, intermediate, beginner,42.964024,-62.97668
726,L6, intermediate, beginner,45.86788,-67.89416
727,L6, intermediate, beginner,24.493095,-70.5969
728,L6, intermediate, beginner,29.19283,-61.55234
729,L6, intermediate, beginner,42.101322,-58.863605
730,L6, intermediate, beginner,44.959858,-71.911896
731,L6, intermediate, beginner,15.414342,-65.77261
732,L6, intermediate, beginner,6.779307,-39.10137
733,L6, intermediate, beginner,44.956207,-45.01598
734,L6, intermediate, beginner,47.941074,-64.9493
735,L6, intermediate, beginner,30.175457,-71.69825
736,L6, intermediate, beginner,30.655954,-67.671
737,L6, intermediate, beginner,45.88084,-61.191246
738,L6, intermediate, beginner,48.921604,-68.03256
739,L6, intermediate, beginner,27.290806,-70.96606
740,L6, intermediate, beginner,32.230553,-60.09254
741,L6, intermediate, beginner,29.592037,-57.245693
742,L6, intermediate, beginner,38.533146,-57.32427
743,L6, intermediate, beginner,40.652527,-71.05639
744,L6, intermediate, beginner,17.949045,-59.861656
745,L6, intermediate, beginner,13.908417,-46.177612
746,L6, intermediate, beginner,37.732304,-54.29657
747,L6, intermediate, beginner,39.757595,-66.84643
748,L6, intermediate, beginner,21.957502,-64.23431
749,L6, intermediate, beginner,25.198391,-63.24205
750,L6, intermediate, beginner,38.886368,-63.47461
751,L6, intermediate, beginner,37.97516,-69.33464
752,L6, intermediate, beginner,21.36331,-70.68939
753,L6, intermediate, beginner,26.98661,-58.548035
754,L6, intermediate, beginner,38.650494,-59.55278
755,L6, intermediate, beginner,41.19449,-73.13443
756,L6, intermediate, beginner,15.363225,-56.741234
757,L6, intermediate, beginner,17.205555,-42.292408
758,L6, end, beginner,1.8026123,-31.344036
759,L7, start, fridrich,-33.944897,-48.54321
760,L7, intermediate, fridrich,-34.664364,-48.602913
761,L7, intermediate, fridrich,-36.195385,-48.68534
762,L7, intermediate, fridrich,-36.250458,-48.575344
763,L7, intermediate, fridrich,-34.425655,-47.763218
764,L7, intermediate, fridrich,-34.031742,-47.644855
765,L7, intermediate, fridrich,-33.230587,-46.527336
766,L7, intermediate, fridrich,-32.74027,-45.70495
767,L7, intermediate, fridrich,-32.53986,-45.34786
768,L7, intermediate, fridrich,-9.792421,33.283978
769,L7, intermediate, fridrich,-10.058878,34.036438
770,L7, intermediate, fridrich,-10.362799,34.781384
771,L7, intermediate, fridrich,-10.362847,35.63905
772,L7, intermediate, fridrich,-10.897455,36.135628
773,L7, intermediate, fridrich,-11.607082,36.110325
774,L7, intermediate, fridrich,-13.399879,36.631687
775,L7, intermediate, fridrich,-13.986206,36.751892
776,L7, intermediate, fridrich,-14.350233,37.59318
777,L7, intermediate, fridrich,-13.379743,38.378315
778,L7, intermediate, fridrich,-13.066332,38.68728
779,L7, intermediate, fridrich,26.04804,43.10177
780,L7, intermediate, fridrich,25.470472,42.694374
781,L7, intermediate, fridrich,24.62239,42.127037
782,L7, intermediate, fridrich,24.93067,41.540134
783,L7, intermediate, fridrich,25.566002,41.71908
784,L7, checkpoint, fridrich,27.250385,42.78196
785,L7, intermediate, fridrich,28.898113,42.800613
786,L7, intermediate, fridrich,30.325584,41.74621
787,L7, intermediate, fridrich,30.89448,41.908886
788,L7, intermediate, fridrich,29.867714,43.10085
789,L7, intermediate, fridrich,29.605793,42.56556
790,L7, intermediate, fridrich,30.294315,41.311504
791,L7, intermediate, fridrich,29.092155,39.892574
792,L7, intermediate, fridrich,26.245188,24.423988
793,L7, intermediate, fridrich,25.967838,23.471802
